text,id,created_at,edit_history_tweet_ids
"RT @TurkeyPrimeXBT: 🤖 🏝️ #Metaverse tokenleri, Metaverse içinde dijital ödemeler yapmak için kullanılabilen bir #sanal para birimidir.

📌 #…",1666157987088715777,2023-06-06T18:59:54.000Z,['1666157987088715777']
RT @thedropnft: It was a huge day for the biggest company in the world as the launch of the highly anticipated AR/VR headset finally is und…,1666157986182463489,2023-06-06T18:59:54.000Z,['1666157986182463489']
"🚀Exciting news! 🎉MetaRising, the sustainable metaverse platform with Clean-2-Earn &amp; Net 0 Carbon Emissions, has partnered with CWallet. Join the giveaway to win prizes! Check @Playmetarinsing @cctip_com @jolle_single @lokhgfdds @Rahki",1666157984211419137,2023-06-06T18:59:53.000Z,['1666157984211419137']
"RT @binance: Today marks the launch of @theweeknd's After Hours til' Dawn Tour!

We've got a lot in store for all fans across the globe, fr…",1666157982449532943,2023-06-06T18:59:53.000Z,['1666157982449532943']
"RT @binance: Last week we crowned the champion of #BuildTheBlock, the world’s first Web3 entrepreneur reality show set entirely in the meta…",1666157960051949570,2023-06-06T18:59:48.000Z,['1666157960051949570']
"@CryptoSolutionG @aki_protocol thanks for ama... my question is.
Which one will be more popular than the others in the near future?
Gamefi,Web3,Metaverse.. what u think?",1666157955920822272,2023-06-06T18:59:47.000Z,['1666157955920822272']
"RT @0xOhayo: “Let me see what the metaverse is”

#VisionPro https://t.co/T7XCNWQCnF",1666173106640023552,2023-06-06T19:59:59.000Z,['1666173106640023552']
"RT @ravegamenft: WEBSITE IS LIVE!

👉 https://t.co/SPO9j6kd81

Visit to learn more about the Rave #Metaverse and see our big vision on #Veno…",1666173102978416642,2023-06-06T19:59:58.000Z,['1666173102978416642']
"RT @witchwitch_sns: 📣Pre-open Retweet Event!📣

Check out more on how to participate the new event through the link below
https://t.co/fSIAW…",1666173081986138113,2023-06-06T19:59:53.000Z,['1666173081986138113']
"RT @Venom_India_: Prepare yourselves for a thrilling adventure 🚀

@numi_verse is now LIVE on Venom Testnet!

Experience the ultimate metave…",1666173081914679297,2023-06-06T19:59:53.000Z,['1666173081914679297']
"RT @Beth_Kindig: Investors can get burned by being too early. For example, autonomous vehicles (AVs) were promised in 2019, and the Metaver…",1666173069402988553,2023-06-06T19:59:50.000Z,['1666173069402988553']
"RT @MarcoPoloMaps: If Apple event yesterday thought us something is that VR/AR/Metaverse reality is closer than most people think.

This is…",1666173068128002048,2023-06-06T19:59:50.000Z,['1666173068128002048']
"RT @Serkan1149: @belufrancese Buying more $mbet 💯
@mbet will be fun

#MetaBET will not only be a gambling ecosystem, but also a one-stop sh…",1666173039996809217,2023-06-06T19:59:43.000Z,['1666173039996809217']
"RT @rektinpeacebtc: If you don’t have $WAY #waygate in your portfolio sorry but  you ngmi anon. 

@thewaygateio 

#nft #Metaverse #3dNft #v…",1666173024586944512,2023-06-06T19:59:39.000Z,['1666173024586944512']
"A completely new metaverse that will help you immerse yourself in your virtual piece of land
https://t.co/lpOySFMXwH",1666173014126256128,2023-06-06T19:59:37.000Z,['1666173014126256128']
"@psb_dc @Chris_Skinner Forget about crypto, Metaverse, and AI. It's the dawn of #SpatialComputing.",1666172991523389440,2023-06-06T19:59:31.000Z,['1666172991523389440']
"Metaverse Puppets are now available, this is a collection well worth collecting, take a look i started with 5 different puppets!
price starting at 0.02 eth a puppet in the beginning.
#NFT #NFTProject 
https://t.co/gP2PujwBTV",1666188206520381440,2023-06-06T20:59:59.000Z,['1666188206520381440']
"RT @Cuberium: Ready to unlock the metaverse for your business, @rozetka_ua?

• discover virtual experiences
• connect with a vibrant commun…",1666188197926166547,2023-06-06T20:59:57.000Z,['1666188197926166547']
"RT @numi_verse: 🚀 Exciting news 🚀   

Numi metaverse is now live on the #Venomtestnet🎉

Say hello to the ultimate metaverse experience, whe…",1666188186337304578,2023-06-06T20:59:54.000Z,['1666188186337304578']
"RT @EFF: Digital rights don't disappear in the metaverse (or in ""spatial computing""). Learn more: https://t.co/ZjMc1OvaMS",1666188177822867459,2023-06-06T20:59:52.000Z,['1666188177822867459']
"RT @sinsonetwork: Tomorrow❗️Tune in for #TwitterSpace session with @metaheadAZ &amp; @0xhares❣️

Topic🎙 Planet Hares &amp; Future Gaming- The Cruci…",1666188156188631040,2023-06-06T20:59:47.000Z,['1666188156188631040']
"@HELIX_Metaverse @HelixMyer I am on the road, but anyone who loves Helix needs to raid this post! Let him know about us! https://t.co/3L10swpZoS",1666188153059962882,2023-06-06T20:59:46.000Z,['1666188153059962882']
RT @HelenaSpringer6: Grateful for all of this progress and looking forward to more updates in the future!   #Metaverse  #Crypto  #NFT,1666188147011584002,2023-06-06T20:59:45.000Z,['1666188147011584002']
"RT @numi_verse: Discover a world of endless opportunities in Numiverse, the first anime metaverse on the @VenomFoundation blockchain🌐  

Ch…",1666188128854462464,2023-06-06T20:59:40.000Z,['1666188128854462464']
RT @FaucisBeagles: @pranksy .@HELIX_Metaverse is building a 1:1 recreation of Manhattan on UE5.  Every single item in the game is an NFT.…,1666188127940014080,2023-06-06T20:59:40.000Z,['1666188127940014080']
"RT @NetBornGaming: 🎉 ATTENTION! 🎉
🎁 Massive 300K GUARANTEED GIVEAWAY! 🎁
🌟 Win amazing prizes! 💰
 🔥Don't miss out! Good luck! 🍀✨

🔥Click her…",1666188109082513409,2023-06-06T20:59:36.000Z,['1666188109082513409']
"RT @Defi_Eagle: 🪐 @SecondLiveReal has joined forces in a fresh strategic collaboration with @HorizonLandMeta.

🌌 #HorizonLand is a decentra…",1666203297404043264,2023-06-06T21:59:57.000Z,['1666203297404043264']
"RT @MatrixAI_Turkey: 🔹 NeuraMatrix - #Metaverse için Daha İyi Bir Sinir Bağlantısı          Makale YAYINDA ✅ 

Türkçe 🇹🇷
https://t.co/wNQaU…",1666203296522985482,2023-06-06T21:59:57.000Z,['1666203296522985482']
"RT @metagalaxyland: Do you want to terraform a livable planet? 
Build the Atmosphere Generator on your planet first to create breathable ai…",1666203292861603840,2023-06-06T21:59:56.000Z,['1666203292861603840']
"RT @Venom_ecosystem: WL Giveaway!🚨
Rave game NFT is the first racing metaverse on the #VenomBlockchain, and they have been kind enough to p…",1666203292190269476,2023-06-06T21:59:56.000Z,['1666203292190269476']
RT @BrookingsInst: Big tech companies are investing billions of dollars in creating the metaverse. @akorinek discusses how to create social…,1666203283856461826,2023-06-06T21:59:54.000Z,['1666203283856461826']
"Contacting their support is totally pointless, because they are not going to reply. You can inbox us now we’re fast and reliable. Available 24 hours. #coinbase #facebook #discord #instagram #snapchat #trustwallet  #game #Cryptos #BNB  #account #help #support #WhatsApp #Metaverse https://t.co/iR2h1qffvX",1666203279515082789,2023-06-06T21:59:53.000Z,['1666203279515082789']
"RT @Lamina1official: It's 'Metaverse Identity Week' on the L1 Discord. Join us by sharing your opinion below:

T/F – A person should be abl…",1666203266781175829,2023-06-06T21:59:50.000Z,['1666203266781175829']
"RT @XANAMetaverse: 📺XANA News: XANA DIVA

👉#XANA #Metaverse Founder @XANA_RIO talks about Metaverse Idol Show. Music🎤has the power to trans…",1666203261941186560,2023-06-06T21:59:48.000Z,['1666203261941186560']
"RT @VirtuixEco: Hello everyone. We are proud to announce our website. Small beginnings are the footsteps of big steps. Stay tuned!

#NFT  #…",1666203258925248513,2023-06-06T21:59:48.000Z,['1666203258925248513']
L'appel à l'aventure de juin : Plongez dans le #Web3 et libérez votre créativité dans https://t.co/24W7M1Z1ak😎⛱️☀️]#Metaverse https://t.co/ss9koo8eGh https://t.co/clCBS03lsd,1666203240306733056,2023-06-06T21:59:43.000Z,['1666203240306733056']
"RT @vc1algiz: 世界初のメタバース特化チェーン「Caduceus（カドゥセウス）・CMP」に関する解説記事です。ぜひご一読ください。

 https://t.co/kwq5Wmmksx

#メタバース #Caduceus #CMP #イーサキラー #チェーン #ソラ…",1666218396214542339,2023-06-06T22:59:57.000Z,['1666218396214542339']
"RT @Avive_World: #Avive bridges the gap between the real and digital worlds by combining Proof of Digital Footprints with VR. 

Dive into a…",1666218396088938497,2023-06-06T22:59:57.000Z,['1666218396088938497']
"RT @kuzisatoshinin: Venom Türkiye sponsorluğunda 2 kişiye toplamda 100$ hediye ediyoruz 🎁

☑️Takip et 👇
@Venom_Turkiye

☑️ RT + Beğen 

Ayr…",1666218374811066368,2023-06-06T22:59:52.000Z,['1666218374811066368']
"RT @BillyM2k: The Apple Vision Pro is going to flop. Guaranteed.

My 30+ years as a technology thought leader gives me unparalleled insight…",1666218366422401024,2023-06-06T22:59:50.000Z,['1666218366422401024']
"RT @numi_verse: 🚀 Exciting news 🚀   

Numi metaverse is now live on the #Venomtestnet🎉

Say hello to the ultimate metaverse experience, whe…",1666218359367540736,2023-06-06T22:59:48.000Z,['1666218359367540736']
"RT @AviveAPP: ⚡️#Avive takes community to new heights as the world's largest Token Gated Community, connecting users from over 130 countrie…",1666218358491213824,2023-06-06T22:59:48.000Z,['1666218358491213824']
"RT @Defi_Eagle: 🪐 @SecondLiveReal has joined forces in a fresh strategic collaboration with @HorizonLandMeta.

🌌 #HorizonLand is a decentra…",1666218344629022726,2023-06-06T22:59:44.000Z,['1666218344629022726']
"RT @staratlas: Star Atlas Showroom Release 2.1 is out NOW!

From wild racing tracks of the Volant Station to jetpacks, ALL ships being flya…",1666218332976996353,2023-06-06T22:59:42.000Z,['1666218332976996353']
"RT @PG_Metaverse_OG: 🤩🤩FIMBOL LOWBIE #Giveaway 🤩🤩

⭐️ Follow @PG_Metaverse_OG &amp; @staratlas 
⭐️ Like &amp; RT + Tag 3 Friends
⭐️ Subscribe to ht…",1666218332666699778,2023-06-06T22:59:42.000Z,['1666218332666699778']
"RT @Web3_Lunatic: Step into a realm where possibilities are boundless, where the lines between reality and imagination blur into a tapestry…",1666218332217921548,2023-06-06T22:59:41.000Z,['1666218332217921548']
@BillyM2k Meta in a few in a couple of decades or less will rule the VR headset and the Metaverse. They taking big strides. On JRE he unveiled alot of things. META gonna keep increasing. But Elon d!ck riders keep on whining about Facebook,1666233504190058496,2023-06-06T23:59:59.000Z,['1666233504190058496']
"RT @Feliciano_ONE: $LTO is a blockchain platform with a heavy focus on Digital Assets, Privacy / Digital Identities.
#LTO will focus on:
-…",1666233492210851842,2023-06-06T23:59:56.000Z,['1666233492210851842']
"RT @kegofficial_: 😀Much interest in airdrop by ""KEG""

Congratulations on getting over 1300 views on this post!

#KEG #AIRDROP #NOW #P2E #Me…",1666233487324577796,2023-06-06T23:59:55.000Z,['1666233487324577796']
"RT @XANAMetaverse: 📺XANA News: XANA DIVA

👉#XANA #Metaverse Founder @XANA_RIO talks about Metaverse Idol Show. Music🎤has the power to trans…",1666233470258143233,2023-06-06T23:59:51.000Z,['1666233470258143233']
"RT @Cuberium: Ready to unlock the metaverse for your business, @rozetka_ua?

• discover virtual experiences
• connect with a vibrant commun…",1666233461059854336,2023-06-06T23:59:48.000Z,['1666233461059854336']
"RT @MeStar_Game: 🎉 It’s time for a MeStar Report Card
❤️ Around 3000 players possess their own STAR Coins.
🌠 Earn more Star Coins by comple…",1666233456026611712,2023-06-06T23:59:47.000Z,['1666233456026611712']
"RT @Venom_ecosystem: WL Giveaway!🚨
Rave game NFT is the first racing metaverse on the #VenomBlockchain, and they have been kind enough to p…",1666233448346861569,2023-06-06T23:59:45.000Z,['1666233448346861569']
@cb_doge And #AlphaCoin is the Best #Metaverse in the World https://t.co/cdeEnXmJTX,1666233439593406465,2023-06-06T23:59:43.000Z,['1666233439593406465']
"RT @sophiaverse: Welcome to SophiaVerse! 🪷

A gamified ecosystem of Web2 &amp; #Web3 experiences that allow humans &amp; AIs to live, learn &amp; grow…",1666233428482686980,2023-06-06T23:59:41.000Z,['1666233428482686980']
"RT @Metavers_Worlds: ⚔️ A decentralized NFT liquidity protocol that boosts the buildup of play-to-earn economies, @AFK_DAO has announced a…",1666233415405010944,2023-06-06T23:59:38.000Z,['1666233415405010944']
